30.232,24.99632154,24.483,0.866677505,1.524612395,15.9456276
29.808,18.94971672,24.384,0.891061792,1.541080469,23.64634966
29.146,21.98592594,25.009,0.893716831,1.684283235,28.1249964
30.229,12.059829,24.567,0.893064905,0.977276509,3.4366626
30.794,22.8459321,25.056,0.884671491,1.04397598,21.2156275
30.518,20.99508345,25.266,0.884577218,1.003563477,18.91708326
33.001,21.22858368,25.468,0.834475855,1.186337313,21.54007224
31.344,26.22824496,24.627,0.839492829,1.886031757,8.787345278
30.932,26.12700018,24.543,0.848039807,1.881442233,23.41460952
32.309,26.5491576,24.592,0.849037906,0.905950053,15.0135012
32.001,23.04788076,25.949,0.815513927,0.926274276,18.45875052
32.368,24.9286419,24.806,0.815986293,1.068695808,9.39502296
30.671,24.69886956,24.485,0.833649708,1.700203808,7.97710356
30.007,24.98338296,24.072,0.874082999,1.608411007,14.52083256
31.134,21.3969402,24.175,0.837960814,1.651864864,1.76811233
32.458,23.9807223,24.314,0.834792432,1.070157964,9.31262184
34.081,25.57304496,24.152,0.833254955,1.031596224,11.55795991
31.29,26.45938458,24.298,0.873257803,1.272835697,30.93509268
28.257,15.20708112,24.273,0.904996279,2.119397832,10.35118476
27.961,13.69063431,24.369,0.930362669,2.60358174,23.49701208
27.107,8.799747588,24.04,0.935562036,2.678319983,22.1340132
25.248,1.85979393,23.711,0.959897383,2.640084642,48.78614736
25.436,4.17774474,23.511,0.957900953,2.167591454,28.2245652
27.272,10.57016387,23.65,0.943059002,2.300841516,14.17665557
28.019,14.7515661,23.895,0.941667753,2.227860848,17.1335211
28.158,21.37623732,24.301,0.93975106,2.716519676,22.34601855
28.864,17.92091178,24.549,0.930919981,2.577245957,17.25368137
29.089,22.1528871,24.367,0.91661955,2.462615863,11.87037972
28.745,21.02815971,24.24,0.923362608,2.547467092,17.53006815
27.939,15.19599737,24.445,0.934590717,2.605157533,14.87445934
33.626,26.87591574,25.151,0.70647033,0.841790955,12.36476509
33.153,15.13749953,24.991,0.73272396,1.319663252,1.725198084
33.025,16.79168995,24.168,0.696125492,1.675632816,0.094413773
31.584,22.3599348,25.926,0.747781978,1.319442609,8.491225788
38.437,18.01772514,25.731,0.655678117,0.998047963,0.343322813
35.039,26.67734874,25.286,0.753502625,1.201697991,22.18037129
28.318,5.5081656,25.134,0.883253804,1.568407934,21.20018256
