15.9456276,0.866677505,24.483,24.99632154,30.232,1.524612395
23.64634966,0.891061792,24.384,18.94971672,29.808,1.541080469
28.1249964,0.893716831,25.009,21.98592594,29.146,1.684283235
3.4366626,0.893064905,24.567,12.059829,30.229,0.977276509
21.2156275,0.884671491,25.056,22.8459321,30.794,1.04397598
18.91708326,0.884577218,25.266,20.99508345,30.518,1.003563477
21.54007224,0.834475855,25.468,21.22858368,33.001,1.186337313
8.787345278,0.839492829,24.627,26.22824496,31.344,1.886031757
23.41460952,0.848039807,24.543,26.12700018,30.932,1.881442233
15.0135012,0.849037906,24.592,26.5491576,32.309,0.905950053
18.45875052,0.815513927,25.949,23.04788076,32.001,0.926274276
9.39502296,0.815986293,24.806,24.9286419,32.368,1.068695808
7.97710356,0.833649708,24.485,24.69886956,30.671,1.700203808
14.52083256,0.874082999,24.072,24.98338296,30.007,1.608411007
1.76811233,0.837960814,24.175,21.3969402,31.134,1.651864864
9.31262184,0.834792432,24.314,23.9807223,32.458,1.070157964
11.55795991,0.833254955,24.152,25.57304496,34.081,1.031596224
30.93509268,0.873257803,24.298,26.45938458,31.29,1.272835697
10.35118476,0.904996279,24.273,15.20708112,28.257,2.119397832
23.49701208,0.930362669,24.369,13.69063431,27.961,2.60358174
22.1340132,0.935562036,24.04,8.799747588,27.107,2.678319983
48.78614736,0.959897383,23.711,1.85979393,25.248,2.640084642
28.2245652,0.957900953,23.511,4.17774474,25.436,2.167591454
14.17665557,0.943059002,23.65,10.57016387,27.272,2.300841516
17.1335211,0.941667753,23.895,14.7515661,28.019,2.227860848
22.34601855,0.93975106,24.301,21.37623732,28.158,2.716519676
17.25368137,0.930919981,24.549,17.92091178,28.864,2.577245957
11.87037972,0.91661955,24.367,22.1528871,29.089,2.462615863
17.53006815,0.923362608,24.24,21.02815971,28.745,2.547467092
14.87445934,0.934590717,24.445,15.19599737,27.939,2.605157533
12.36476509,0.70647033,25.151,26.87591574,33.626,0.841790955
1.725198084,0.73272396,24.991,15.13749953,33.153,1.319663252
0.094413773,0.696125492,24.168,16.79168995,33.025,1.675632816
8.491225788,0.747781978,25.926,22.3599348,31.584,1.319442609
0.343322813,0.655678117,25.731,18.01772514,38.437,0.998047963
