0.836227361,33.496,25.9586600292,25.236,1.0881738441
0.8503758585,31.984,18.9341689586,24.857,1.1014796559
0.8486442866,32.501,25.725445353,25.337,1.8058832029
0.85685193,31.963,25.6026033612,24.756,2.019477393
0.8821483037,30.472,24.8566690044,24.894,2.6681727686
0.8599502157,31.222,18.7742954196,25.026,2.1226512224
0.8289474063,32.81,26.7745150541,24.234,1.9513179121
0.8390802549,32.883,26.9564014368,24.691,1.9679266647
0.8267393155,33.072,27.1214626068,25.318,2.3288072342
0.8446567083,32.162,25.709363964,25.273,2.0152362052
0.916865401,29.695,9.3884958781,25.467,2.1300590729
0.9266018843,28.177,8.5602068928,24.825,2.9228256176
0.8773040652,30.715,20.861334,24.235,2.9259237498
0.8963778075,29.154,12.557886588,24.605,1.5128002036
0.9011391957,29.426,15.6985545384,24.84,1.8534476561
0.9142711767,29.851,15.3242123011,24.68,1.9612029751
0.8809314991,28.739,15.1333955928,24.732,1.7662695565
0.9304666358,28.253,10.7632394316,24.136,1.421774946
0.9435380935,28.74,6.89473467,23.746,1.3551345408
0.9208695384,28.809,16.3276536812,24.085,2.5276372709
0.9063584874,29.93,20.9245374342,24.315,2.5679837745
0.9194164482,28.186,11.9820025224,24.543,2.5103833485
0.8736634142,29.66,17.6466610332,23.939,2.8006165972
0.892221104,29.975,24.7648432392,23.791,3.1127809307
0.9241699411,29.334,22.2137971286,24.338,2.1611541777
0.9056359911,29.893,14.7906844373,23.929,1.3478033503
0.8837365292,30.294,25.7455742076,23.404,2.0235621817
0.9142253732,29.573,22.8758352408,24.985,2.7460945642
0.9371842392,28.283,12.9793926325,23.828,2.3506995131
0.9252649516,29.011,23.9123443716,23.904,2.8074927997
