0.580877997,26.907,11.61049616,37.001,2.067858877
0.542171768,25.711,20.56616063,39.444,2.124170298
0.601386037,26.645,11.58873147,35.575,2.736363941
0.641901309,25.329,23.01773548,34.404,2.472058861
0.606611031,26.597,14.11755851,36.215,2.524266348
0.682395224,24.719,17.98025966,36.443,1.831555381
0.735510393,25.631,22.27969247,31.716,2.09778844
0.765521064,25.837,18.49899973,32.088,1.899831006
0.676214821,23.832,18.04415763,37.925,1.860077105
0.749884736,24.897,20.98556639,32.276,1.702326238
0.685083332,24.375,26.85429592,35.888,1.78269657
0.673403486,25.411,23.44437338,35.212,1.433553624
0.676497737,24.866,17.41189436,35.345,1.78347503
0.629112013,25.213,16.28781978,34.412,1.617574787
0.725563859,25.461,27.77778703,33.236,1.421054004
0.652413964,24.474,18.97486937,36.027,1.699678391
0.690667881,25.092,16.85573411,33.688,1.663018266
0.639563261,24.998,14.48548316,36.057,1.925986956
0.598980653,26.048,19.35837001,35.612,2.328815905
0.611024605,24.965,16.81587324,35.586,2.16176048
0.640344417,26.699,14.12056986,36.48,1.645077036
0.71533378,26.451,22.15631714,36.189,1.546501446
0.600120541,25.322,20.41464591,37.231,2.020158836
0.597126336,26.036,17.99230963,37.176,2.483613994
0.579426698,27.277,16.04907968,37.1,1.672278799
0.618286748,26.337,20.07821268,36.604,1.311981428
0.623091684,26.433,15.62901614,36.277,2.006663587
0.722369051,26.618,27.41574162,32.822,1.848830106
0.732706627,26.49,21.23300808,32.611,1.763741272
0.73614266,25.177,24.64245938,33.63,1.515557239
